id,title_clean,title_raw,company_name,naics_2022_6,naics_2022_6_name,soc_5,soc_5_name,min_years_experience,max_years_experience,min_edulevels_name,max_edulevels_name,employment_type_name,remote_type_name,salary,salary_from,salary_to,original_pay_period,city_name,state_name,county_name,msa_name,skills_name,specialized_skills_name,software_skills_name,posted,expired,duration
261965,Bus Analytics Consultant Senior,Bus Analytics Consultant Senior,Careers.pnc.com,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Associate's degree,Associate's degree,Contract,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Pittsburgh,Pennsylvania,Allegheny County,,"[""Advanced Analytics"", ""Analytics"", ""Business Analytics"", ""Business Decisions""]","[""Advanced Analytics"", ""Analytics"", ""Business Analytics"", ""Business Decisions""]",[],2026-06-25,,
307324,Staff Analyst,Staff Analyst (Product),Hims & Hers,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Associate's degree,Bachelor's degree,Full Time,Remote,"USD 155,000 - 185,000 Yearly",155000.00,185000.00,annual,,,,,"[""Airflow"", ""Analytics""]","[""Airflow"", ""Analytics""]",[],2026-06-20,,
307199,Business Automation Analyst,Business Automation Analyst,Roku,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Associate's degree,Associate's degree,Full Time,Unknown,"USD 83,000 - 97,000 Yearly",83000.00,97000.00,annual,New York,New York,New York County,"New York-Newark-Jersey City, NY-NJ","[""Acceptance Testing"", ""Account Management"", ""Analytical Skills"", ""Automation"", ""Business Operations""]","[""Acceptance Testing"", ""Account Management"", ""Automation"", ""Business Operations""]",[],2026-06-20,,
304727,Advertising Analyst,Advertising Analyst,Roku,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Associate's degree,Associate's degree,Full Time,Remote,"USD 83,000 - 97,000 Yearly",83000.00,97000.00,annual,New York,New York,New York County,"New York-Newark-Jersey City, NY-NJ","[""Acceptance Testing"", ""Account Management"", ""Analytical Skills"", ""Automation"", ""Business Operations""]","[""Acceptance Testing"", ""Account Management"", ""Automation"", ""Business Operations""]",[],2026-06-21,,
297618,Data Analyst 2,Data Analyst 2,Hcjy.fa.us2.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Associate's degree,Associate's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Henrietta,New York,,,,,,2026-06-22,,
295227,IT Support Analyst I,IT Support Analyst I,Enfra,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Associate's degree,Bachelor's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Metairie,Louisiana,Jefferson Parish,,"[""Asset Tracking""]","[""Asset Tracking""]",[],2026-06-22,,
295777,Geospatial Analyst,Geospatial Analyst,Tatitlek,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,,,Associate's degree,Master's degree,Full Time,On-site,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Hurlburt Field,Florida,,,"[""3D Production""]","[""3D Production""]",[],2026-06-22,,
294881,Business Intelligence Analyst,"Business Intelligence Analyst (System Application Analyst, Sr)",Jobgether,611400,Business Schools and Computer and Management Training,41-9012,Models,,,Postsecondary nondegree award,Bachelor's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,,,,"[""Analytical Skills"", ""Analytics"", ""Business Intelligence"", ""Cancer"", ""Cancer Care""]","[""Analytics"", ""Business Intelligence"", ""Cancer"", ""Cancer Care""]",[],2026-06-22,,
285928,"Lead, Supply Chain Analyst","Lead, Supply Chain Analyst",Hcjy.fa.us2.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Victor,New York,,,,,,2026-06-23,,
288238,Research Compliance Analyst,Research Compliance Analyst,Iazuqy.fa.ocs.oraclecloud.com,611400,Business Schools and Computer and Management Training,15-1252,Software Developers,,,Postsecondary nondegree award,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,San Francisco,California,San Francisco County,,,,,2026-06-23,,
291304,Business Analytics Consultant - Collaboration and Enablement,Business Analytics Consultant - Collaboration and Enablement,Careers.pnc.com,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Bachelor's degree,Bachelor's degree,Contract,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Pittsburgh,Pennsylvania,Allegheny County,,"[""Analytics"", ""Business Analytics"", ""Business Intelligence"", ""Business Intelligence Tools""]","[""Analytics"", ""Business Analytics"", ""Business Intelligence"", ""Business Intelligence Tools""]",[],2026-06-23,,
283011,Telecom Sourcing Analyst,Telecom Sourcing Analyst,Ice,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Bachelor's degree,Bachelor's degree,Contract,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Atlanta,Georgia,Fulton County,,"[""Analytical Skills"", ""Business Acumen""]",[],[],2026-06-23,,
282373,Trade Management Analyst III,Trade Management Analyst III,Jobgether,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Bachelor's degree,Bachelor's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,,,,"[""Analytical Skills""]",[],[],2026-06-23,,
227229,Financial Operations Analyst - Clinical Research,Financial Operations Analyst - Clinical Research,Inside Higher Ed,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Associate's degree,Bachelor's degree,Contract,Unknown,,,,,Columbus,Ohio,,,"[""Accounting"", ""Analytical Skills"", ""Business Objectives""]","[""Accounting""]",[],2026-06-23,2026-07-23,30
281202,Managed Services Analyst I,Managed Services Analyst I,Globalhealthcareexchangeinc,611400,Business Schools and Computer and Management Training,27-2011,Actors,,,High school diploma or equivalent,Associate's degree,,Remote,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,Office Location Or Remote,,,"[""Accountability"", ""Analytics"", ""Automation""]","[""Analytics"", ""Automation""]",[],2026-06-23,,
281171,IS Business Analyst-Principal - ITS - 1054,IS Business Analyst-Principal - ITS (SFPUC) - 1054,Cityandcountyofsanfrancisco1,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Postsecondary nondegree award,Associate's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,San Francisco,California,San Francisco County,,"[""ArcSDE"", ""Business Acumen"", ""Business Administration"", ""Business Process"", ""Cancer""]","[""ArcSDE"", ""Business Process"", ""Cancer""]",[],2026-06-23,,
280988,Senior User Research Analyst - Port of San Francisco,Senior User Research Analyst - Port of San Francisco (9976),Cityandcountyofsanfrancisco1,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,,,Associate's degree,Associate's degree,"Full Time, Temporary",Remote,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,San Francisco,California,San Francisco County,,"[""Brainstorming"", ""Cancer"", ""Cargo Handling""]","[""Cancer"", ""Cargo Handling""]",[],2026-06-23,,
227298,Operations Research Analyst / Interim Secret,Operations Research Analyst (with Working Knowledge of AI Tools for Regression Testing) / Interim Secret,Peraton,611400,Business Schools and Computer and Management Training,27-2011,Actors,,,Associate's degree,Master's degree,Contract,On-site,"USD 80,000 - 128,000 Yearly",80000.00,128000.00,annual,Scott Afb,Illinois,,,"[""Automation"", ""Capability Development""]","[""Automation"", ""Capability Development""]",[],2026-06-24,2027-06-24,365
274876,Business Intelligence Analyst - Credit Card Product Development,Business Intelligence Analyst - Credit Card Product Development,Fa-Etbx-Saasfaprod1.fa.ocs.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,,,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Vienna,Virginia,,,"[""Business Case"", ""Business Intelligence""]","[""Business Case"", ""Business Intelligence""]",[],2026-06-24,,
275388,Fraud & Claims Call Monitoring Analyst,Fraud & Claims Call Monitoring Analyst,Hcgn.fa.us2.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Associate's degree,Master's degree,,Hybrid,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Johnston,Rhode Island,,,"[""Accountability"", ""Articulation""]","[""Articulation""]",[],2026-06-24,,
276835,Threat Exposure Management Analyst,Threat Exposure Management Analyst,Careers.fiserv.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Berkeley Heights,New Jersey,,,"[""Attack Surface Management""]","[""Attack Surface Management""]",[],2026-06-24,,
278728,Portfolio Analytics & Strategy Specialist - Credit Portfolio Management,Portfolio Analytics & Strategy Specialist - Credit Portfolio Management,Careers.pnc.com,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Denver,Colorado,,,"[""Analytics""]","[""Analytics""]",[],2026-06-24,,
242658,Wholesale Strategic Execution Analyst,Wholesale Strategic Execution Analyst,Careers.truist.com,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,,,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Charlotte,North Carolina,,,"[""Business Strategies""]","[""Business Strategies""]",[],2026-06-26,,
244958,Business Analyst Senior - Enterprise Change Management,Business Analyst Senior - Enterprise Change Management,Careers.pnc.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,,,Associate's degree,Associate's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Cleveland,Ohio,,,"[""Analytics"", ""Business Process""]","[""Analytics"", ""Business Process""]",[],2026-06-26,,
237266,Data Scientist Vice President,"Data Scientist Vice President (AFC Modelling, Analyst)",Deutsche Bank,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Associate's degree,Master's degree,Full Time,Unknown,"USD 90,000 - 252,500 Yearly",90000.00,252500.00,annual,,Columbus,,,"[""Big Data""]","[""Big Data""]",[],2026-06-26,,
229983,Configuration Management Analyst - Data Analytics,Configuration Management Analyst - Data Analytics,Jobs.baesystems.com,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Sterling Heights,Michigan,,,"[""Analytics""]","[""Analytics""]",[],2026-06-27,,
229318,Data Scientist,Data Scientist (Policy),Anthropic,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Associate's degree,Bachelor's degree,Full Time,Unknown,"USD 275,000 - 370,000 Yearly",275000.00,370000.00,annual,Washington,District of Columbia,District of Columbia,"Washington-Arlington-Alexandria, DC-VA-MD-WV","[""AI Safety"", ""Causal Inference""]","[""AI Safety"", ""Causal Inference""]",[],2026-06-27,,
229174,Data Analyst Lead,Data Analyst Lead,Resource Innovations,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Associate's degree,Bachelor's degree,Full Time,Unknown,"USD 65,000 - 95,000 Yearly",65000.00,95000.00,annual,,Chicago,,,"[""Analytical Skills"", ""Business Analysis""]","[""Business Analysis""]",[],2026-06-27,,
337343,"Business Intelligence Analyst, Payments Risk Management","Business Intelligence Analyst, Payments Risk Management",Google,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,,,Associate's degree,Bachelor's degree,Full Time,Unknown,"USD 116,000 - 167,000 Yearly",116000.00,167000.00,annual,Austin,Texas,Travis County,,"[""Analytics"", ""Business Intelligence"", ""Business Risk Assessments""]","[""Analytics"", ""Business Intelligence"", ""Business Risk Assessments""]",[],2026-06-29,,
