id,title_clean,title_raw,company_name,naics_2022_6,naics_2022_6_name,soc_5,soc_5_name,min_edulevels_name,max_edulevels_name,employment_type_name,remote_type_name,salary,salary_from,salary_to,original_pay_period,city_name,state_name,skills_name,specialized_skills_name,software_skills_name,posted,expired,pay_period_parsed,salary_from_annual,salary_to_annual,salary_midpoint,skills_list,specialized_skills_list,software_skills_list,expired_date,state_name_clean
342341,Business Development Analyst - Global Family Office Group Latam - Assistant Vice President,Business Development Analyst - Global Family Office Group Latam - Assistant Vice President,Citi,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,Associate's degree,Bachelor's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,New York,New York,"[""Analytical Skills"", ""Banking"", ""Business Decisions"", ""Business Development""]","[""Banking"", ""Business Decisions"", ""Business Development""]",[],2026-06-16,,,,,,"['Analytical Skills', 'Banking', 'Business Decisions', 'Business Development']","['Banking', 'Business Decisions', 'Business Development']",[],,New York
343229,"Strategic Insights and Innovation Specialist, Analyst","Strategic Insights and Innovation Specialist, Analyst",Emje.fa.us6.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,Associate's degree,Master's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Atlanta,Georgia,"[""Ability To Meet Deadlines"", ""Analytics"", ""Banking"", ""Benchmarking"", ""Business Acumen"", ""Business Decisions"", ""Business Intelligence""]","[""Analytics"", ""Banking"", ""Benchmarking"", ""Business Decisions"", ""Business Intelligence""]",[],2026-06-16,,,,,,"['Ability To Meet Deadlines', 'Analytics', 'Banking', 'Benchmarking', 'Business Acumen', 'Business Decisions', 'Business Intelligence']","['Analytics', 'Banking', 'Benchmarking', 'Business Decisions', 'Business Intelligence']",[],,Georgia
343505,Business Lending Risk Analytics - Senior Associate,Business Lending Risk Analytics - Senior Associate,Jpmc.fa.oraclecloud.com,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,Associate's degree,Associate's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Wilmington,Delaware,"[""Analytics"", ""Business Lending""]","[""Analytics"", ""Business Lending""]",[],2026-06-16,,,,,,"['Analytics', 'Business Lending']","['Analytics', 'Business Lending']",[],,Delaware
343577,Performance Marketing Chase Wealth Management Senior Business Analyst,Performance Marketing Chase Wealth Management Senior Business Analyst,Jpmc.fa.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Houston,Texas,"[""Artificial Intelligence""]","[""Artificial Intelligence""]",[],2026-06-16,,,,,,['Artificial Intelligence'],['Artificial Intelligence'],[],,Texas
249875,Lighting Analyst I,Lighting Analyst I,Enfra,611400,Business Schools and Computer and Management Training,41-9012,Models,Postsecondary nondegree award,Associate's degree,Contract,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Newark,New Jersey,"[""Advocacy"", ""Auditing""]","[""Auditing""]",[],2026-06-25,,,,,,"['Advocacy', 'Auditing']",['Auditing'],[],,New Jersey
248269,Managed Services Analyst III,Managed Services Analyst III,Globalhealthcareexchangeinc,611400,Business Schools and Computer and Management Training,27-2011,Actors,High school diploma or equivalent,Bachelor's degree,,Remote,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,Office Location Or Remote,"[""Accountability"", ""Analytics"", ""Automation""]","[""Analytics"", ""Automation""]",[],2026-06-25,,,,,,"['Accountability', 'Analytics', 'Automation']","['Analytics', 'Automation']",[],,
266605,Lead QA Analyst,Lead QA Analyst,Ice,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,Associate's degree,Associate's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Atlanta,Georgia,,,,2026-06-24,,,,,,[],[],[],,Georgia
265549,Business Analyst,Business Analyst,Steampunk,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,Associate's degree,Associate's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,McLean,Virginia,"[""Business Analysis"", ""Business Process""]","[""Business Analysis"", ""Business Process""]",[],2026-06-24,,,,,,"['Business Analysis', 'Business Process']","['Business Analysis', 'Business Process']",[],,Virginia
265476,Privacy Compliance Analyst I,Privacy Compliance Analyst I,Jobgether,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,High school diploma or equivalent,Bachelor's degree,Full Time,Remote,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,,"[""Accounting"", ""Analytical Thinking""]","[""Accounting""]",[],2026-06-24,,,,,,"['Accounting', 'Analytical Thinking']",['Accounting'],[],,
263999,Senior Human Resources Analyst - Multiple Departments Citywide,Senior Human Resources Analyst (1244) - Multiple Departments Citywide (C00184),Cityandcountyofsanfrancisco1,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,Postsecondary nondegree award,Doctoral or professional degree,Full Time,Hybrid,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,San Francisco,California,"[""Appeals"", ""Banking"", ""Bargaining"", ""Benefits Administration"", ""Business Administration"", ""Cancer"", ""Career Development""]","[""Appeals"", ""Banking"", ""Bargaining"", ""Benefits Administration"", ""Cancer"", ""Career Development""]",[],2026-06-24,,,,,,"['Appeals', 'Banking', 'Bargaining', 'Benefits Administration', 'Business Administration', 'Cancer', 'Career Development']","['Appeals', 'Banking', 'Bargaining', 'Benefits Administration', 'Cancer', 'Career Development']",[],,California
227328,"Senior Data Scientist, Search Personalization","Senior Data Scientist, Search Personalization",Google,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,Associate's degree,Doctoral or professional degree,Full Time,Unknown,"USD 174,000 - 253,000 Yearly",174000.0,253000.0,annual,Mountain View,California,"[""A/B Testing"", ""Analytics"", ""Business Problems""]","[""A/B Testing"", ""Analytics"", ""Business Problems""]",[],2026-06-24,,YEAR,174000.0,253000.0,213500.0,"['A/B Testing', 'Analytics', 'Business Problems']","['A/B Testing', 'Analytics', 'Business Problems']",[],,California
258172,Change Management Analyst,Change Management Analyst,Emcm.fa.us2.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,High school diploma or equivalent,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Houston,Texas,,,,2026-06-25,,,,,,[],[],[],,Texas
258178,Change Management Analyst,Change Management Analyst,Emcm.fa.us2.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,High school diploma or equivalent,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,Texas,,,,2026-06-25,,,,,,[],[],[],,Texas
258905,HR Personnel Analyst,HR Personnel Analyst,Ibmljb.fa.ocs.oraclecloud.com,611400,Business Schools and Computer and Management Training,27-2011,Actors,High school diploma or equivalent,Associate's degree,"Full Time, Part Time, Contract",On-site,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,Syracuse,"[""Advising"", ""Alternative Education"", ""Canvassing""]","[""Alternative Education"", ""Canvassing""]",[],2026-06-25,,,,,,"['Advising', 'Alternative Education', 'Canvassing']","['Alternative Education', 'Canvassing']",[],,New York
259841,Data Validation Risk Analyst - Consumer & Business Banking,Data Validation Risk Analyst - Consumer & Business Banking,Careers.usbank.com,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Minneapolis,Minnesota,"[""Banking""]","[""Banking""]",[],2026-06-25,,,,,,['Banking'],['Banking'],[],,Minnesota
260957,"Director of Admissions Systems and Analytics, Darden School of Business","Director of Admissions Systems and Analytics, Darden School of Business",Jobs.virginia.edu,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Charlottesville,Virginia,"[""Analytics""]","[""Analytics""]",[],2026-06-25,,,,,,['Analytics'],['Analytics'],[],,Virginia
261965,Bus Analytics Consultant Senior,Bus Analytics Consultant Senior,Careers.pnc.com,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,Associate's degree,Associate's degree,Contract,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Pittsburgh,Pennsylvania,"[""Advanced Analytics"", ""Analytics"", ""Business Analytics"", ""Business Decisions""]","[""Advanced Analytics"", ""Analytics"", ""Business Analytics"", ""Business Decisions""]",[],2026-06-25,,,,,,"['Advanced Analytics', 'Analytics', 'Business Analytics', 'Business Decisions']","['Advanced Analytics', 'Analytics', 'Business Analytics', 'Business Decisions']",[],,Pennsylvania
307324,Staff Analyst,Staff Analyst (Product),Hims & Hers,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,Associate's degree,Bachelor's degree,Full Time,Remote,"USD 155,000 - 185,000 Yearly",155000.0,185000.0,annual,,,"[""Airflow"", ""Analytics""]","[""Airflow"", ""Analytics""]",[],2026-06-20,,YEAR,155000.0,185000.0,170000.0,"['Airflow', 'Analytics']","['Airflow', 'Analytics']",[],,
307199,Business Automation Analyst,Business Automation Analyst,Roku,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,Associate's degree,Associate's degree,Full Time,Unknown,"USD 83,000 - 97,000 Yearly",83000.0,97000.0,annual,New York,New York,"[""Acceptance Testing"", ""Account Management"", ""Analytical Skills"", ""Automation"", ""Business Operations""]","[""Acceptance Testing"", ""Account Management"", ""Automation"", ""Business Operations""]",[],2026-06-20,,YEAR,83000.0,97000.0,90000.0,"['Acceptance Testing', 'Account Management', 'Analytical Skills', 'Automation', 'Business Operations']","['Acceptance Testing', 'Account Management', 'Automation', 'Business Operations']",[],,New York
304727,Advertising Analyst,Advertising Analyst,Roku,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,Associate's degree,Associate's degree,Full Time,Remote,"USD 83,000 - 97,000 Yearly",83000.0,97000.0,annual,New York,New York,"[""Acceptance Testing"", ""Account Management"", ""Analytical Skills"", ""Automation"", ""Business Operations""]","[""Acceptance Testing"", ""Account Management"", ""Automation"", ""Business Operations""]",[],2026-06-21,,YEAR,83000.0,97000.0,90000.0,"['Acceptance Testing', 'Account Management', 'Analytical Skills', 'Automation', 'Business Operations']","['Acceptance Testing', 'Account Management', 'Automation', 'Business Operations']",[],,New York
297618,Data Analyst 2,Data Analyst 2,Hcjy.fa.us2.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,Associate's degree,Associate's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Henrietta,New York,,,,2026-06-22,,,,,,[],[],[],,New York
295227,IT Support Analyst I,IT Support Analyst I,Enfra,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,Associate's degree,Bachelor's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Metairie,Louisiana,"[""Asset Tracking""]","[""Asset Tracking""]",[],2026-06-22,,,,,,['Asset Tracking'],['Asset Tracking'],[],,Louisiana
295777,Geospatial Analyst,Geospatial Analyst,Tatitlek,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,Associate's degree,Master's degree,Full Time,On-site,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Hurlburt Field,Florida,"[""3D Production""]","[""3D Production""]",[],2026-06-22,,,,,,['3D Production'],['3D Production'],[],,Florida
294881,Business Intelligence Analyst,"Business Intelligence Analyst (System Application Analyst, Sr)",Jobgether,611400,Business Schools and Computer and Management Training,41-9012,Models,Postsecondary nondegree award,Bachelor's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,,"[""Analytical Skills"", ""Analytics"", ""Business Intelligence"", ""Cancer"", ""Cancer Care""]","[""Analytics"", ""Business Intelligence"", ""Cancer"", ""Cancer Care""]",[],2026-06-22,,,,,,"['Analytical Skills', 'Analytics', 'Business Intelligence', 'Cancer', 'Cancer Care']","['Analytics', 'Business Intelligence', 'Cancer', 'Cancer Care']",[],,
285928,"Lead, Supply Chain Analyst","Lead, Supply Chain Analyst",Hcjy.fa.us2.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Victor,New York,,,,2026-06-23,,,,,,[],[],[],,New York
288238,Research Compliance Analyst,Research Compliance Analyst,Iazuqy.fa.ocs.oraclecloud.com,611400,Business Schools and Computer and Management Training,15-1252,Software Developers,Postsecondary nondegree award,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,San Francisco,California,,,,2026-06-23,,,,,,[],[],[],,California
291304,Business Analytics Consultant - Collaboration and Enablement,Business Analytics Consultant - Collaboration and Enablement,Careers.pnc.com,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,Bachelor's degree,Bachelor's degree,Contract,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Pittsburgh,Pennsylvania,"[""Analytics"", ""Business Analytics"", ""Business Intelligence"", ""Business Intelligence Tools""]","[""Analytics"", ""Business Analytics"", ""Business Intelligence"", ""Business Intelligence Tools""]",[],2026-06-23,,,,,,"['Analytics', 'Business Analytics', 'Business Intelligence', 'Business Intelligence Tools']","['Analytics', 'Business Analytics', 'Business Intelligence', 'Business Intelligence Tools']",[],,Pennsylvania
283011,Telecom Sourcing Analyst,Telecom Sourcing Analyst,Ice,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,Bachelor's degree,Bachelor's degree,Contract,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Atlanta,Georgia,"[""Analytical Skills"", ""Business Acumen""]",[],[],2026-06-23,,,,,,"['Analytical Skills', 'Business Acumen']",[],[],,Georgia
282373,Trade Management Analyst III,Trade Management Analyst III,Jobgether,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,Bachelor's degree,Bachelor's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,,"[""Analytical Skills""]",[],[],2026-06-23,,,,,,['Analytical Skills'],[],[],,
281202,Managed Services Analyst I,Managed Services Analyst I,Globalhealthcareexchangeinc,611400,Business Schools and Computer and Management Training,27-2011,Actors,High school diploma or equivalent,Associate's degree,,Remote,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,,Office Location Or Remote,"[""Accountability"", ""Analytics"", ""Automation""]","[""Analytics"", ""Automation""]",[],2026-06-23,,,,,,"['Accountability', 'Analytics', 'Automation']","['Analytics', 'Automation']",[],,
281171,IS Business Analyst-Principal - ITS - 1054,IS Business Analyst-Principal - ITS (SFPUC) - 1054,Cityandcountyofsanfrancisco1,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,Postsecondary nondegree award,Associate's degree,Full Time,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,San Francisco,California,"[""ArcSDE"", ""Business Acumen"", ""Business Administration"", ""Business Process"", ""Cancer""]","[""ArcSDE"", ""Business Process"", ""Cancer""]",[],2026-06-23,,,,,,"['ArcSDE', 'Business Acumen', 'Business Administration', 'Business Process', 'Cancer']","['ArcSDE', 'Business Process', 'Cancer']",[],,California
280988,Senior User Research Analyst - Port of San Francisco,Senior User Research Analyst - Port of San Francisco (9976),Cityandcountyofsanfrancisco1,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,Associate's degree,Associate's degree,"Full Time, Temporary",Remote,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,San Francisco,California,"[""Brainstorming"", ""Cancer"", ""Cargo Handling""]","[""Cancer"", ""Cargo Handling""]",[],2026-06-23,,,,,,"['Brainstorming', 'Cancer', 'Cargo Handling']","['Cancer', 'Cargo Handling']",[],,California
227298,Operations Research Analyst / Interim Secret,Operations Research Analyst (with Working Knowledge of AI Tools for Regression Testing) / Interim Secret,Peraton,611400,Business Schools and Computer and Management Training,27-2011,Actors,Associate's degree,Master's degree,Contract,On-site,"USD 80,000 - 128,000 Yearly",80000.0,128000.0,annual,Scott Afb,Illinois,"[""Automation"", ""Capability Development""]","[""Automation"", ""Capability Development""]",[],2026-06-24,2027-06-24,YEAR,80000.0,128000.0,104000.0,"['Automation', 'Capability Development']","['Automation', 'Capability Development']",[],2027-06-24,Illinois
274876,Business Intelligence Analyst - Credit Card Product Development,Business Intelligence Analyst - Credit Card Product Development,Fa-Etbx-Saasfaprod1.fa.ocs.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Vienna,Virginia,"[""Business Case"", ""Business Intelligence""]","[""Business Case"", ""Business Intelligence""]",[],2026-06-24,,,,,,"['Business Case', 'Business Intelligence']","['Business Case', 'Business Intelligence']",[],,Virginia
275388,Fraud & Claims Call Monitoring Analyst,Fraud & Claims Call Monitoring Analyst,Hcgn.fa.us2.oraclecloud.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,Associate's degree,Master's degree,,Hybrid,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Johnston,Rhode Island,"[""Accountability"", ""Articulation""]","[""Articulation""]",[],2026-06-24,,,,,,"['Accountability', 'Articulation']",['Articulation'],[],,Rhode Island
276835,Threat Exposure Management Analyst,Threat Exposure Management Analyst,Careers.fiserv.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Berkeley Heights,New Jersey,"[""Attack Surface Management""]","[""Attack Surface Management""]",[],2026-06-24,,,,,,['Attack Surface Management'],['Attack Surface Management'],[],,New Jersey
278728,Portfolio Analytics & Strategy Specialist - Credit Portfolio Management,Portfolio Analytics & Strategy Specialist - Credit Portfolio Management,Careers.pnc.com,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Denver,Colorado,"[""Analytics""]","[""Analytics""]",[],2026-06-24,,,,,,['Analytics'],['Analytics'],[],,Colorado
242658,Wholesale Strategic Execution Analyst,Wholesale Strategic Execution Analyst,Careers.truist.com,611400,Business Schools and Computer and Management Training,13-1082,Project Management Specialists,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Charlotte,North Carolina,"[""Business Strategies""]","[""Business Strategies""]",[],2026-06-26,,,,,,['Business Strategies'],['Business Strategies'],[],,North Carolina
244958,Business Analyst Senior - Enterprise Change Management,Business Analyst Senior - Enterprise Change Management,Careers.pnc.com,611400,Business Schools and Computer and Management Training,13-1111,Management Analysts,Associate's degree,Associate's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Cleveland,Ohio,"[""Analytics"", ""Business Process""]","[""Analytics"", ""Business Process""]",[],2026-06-26,,,,,,"['Analytics', 'Business Process']","['Analytics', 'Business Process']",[],,Ohio
237266,Data Scientist Vice President,"Data Scientist Vice President (AFC Modelling, Analyst)",Deutsche Bank,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,Associate's degree,Master's degree,Full Time,Unknown,"USD 90,000 - 252,500 Yearly",90000.0,252500.0,annual,,Columbus,"[""Big Data""]","[""Big Data""]",[],2026-06-26,,YEAR,90000.0,252500.0,171250.0,['Big Data'],['Big Data'],[],,Ohio
229983,Configuration Management Analyst - Data Analytics,Configuration Management Analyst - Data Analytics,Jobs.baesystems.com,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,Bachelor's degree,Bachelor's degree,,Unknown,"{'min': '', 'max': '', 'currency': '', 'period': '', 'summary': ''}",,,,Sterling Heights,Michigan,"[""Analytics""]","[""Analytics""]",[],2026-06-27,,,,,,['Analytics'],['Analytics'],[],,Michigan
229318,Data Scientist,Data Scientist (Policy),Anthropic,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,Associate's degree,Bachelor's degree,Full Time,Unknown,"USD 275,000 - 370,000 Yearly",275000.0,370000.0,annual,Washington,District of Columbia,"[""AI Safety"", ""Causal Inference""]","[""AI Safety"", ""Causal Inference""]",[],2026-06-27,,YEAR,275000.0,370000.0,322500.0,"['AI Safety', 'Causal Inference']","['AI Safety', 'Causal Inference']",[],,District of Columbia
229174,Data Analyst Lead,Data Analyst Lead,Resource Innovations,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,Associate's degree,Bachelor's degree,Full Time,Unknown,"USD 65,000 - 95,000 Yearly",65000.0,95000.0,annual,,Chicago,"[""Analytical Skills"", ""Business Analysis""]","[""Business Analysis""]",[],2026-06-27,,YEAR,65000.0,95000.0,80000.0,"['Analytical Skills', 'Business Analysis']",['Business Analysis'],[],,Illinois
337343,"Business Intelligence Analyst, Payments Risk Management","Business Intelligence Analyst, Payments Risk Management",Google,611400,Business Schools and Computer and Management Training,15-2051,Data Scientists,Associate's degree,Bachelor's degree,Full Time,Unknown,"USD 116,000 - 167,000 Yearly",116000.0,167000.0,annual,Austin,Texas,"[""Analytics"", ""Business Intelligence"", ""Business Risk Assessments""]","[""Analytics"", ""Business Intelligence"", ""Business Risk Assessments""]",[],2026-06-29,,YEAR,116000.0,167000.0,141500.0,"['Analytics', 'Business Intelligence', 'Business Risk Assessments']","['Analytics', 'Business Intelligence', 'Business Risk Assessments']",[],,Texas
